lesson_title,cefr_level,uuid,grammar_tags,vocabulary_tags,learning_language,content_type
Possessive (Spanish),B1,6832d153-93fd-453f-8d53-99be66cf26b7,"pronoun:possessive, pronoun:informal_pronoun, verb:modal","body, furniture_decor, animals_domesticated",Spanish,Live
Interjections 2 (Spanish),A1,4b2ad6b9-6c99-405d-b6b7-649a30edc0f0,interjection,"clothes_shoes, languages, numbers",Spanish,by_yourself
Relative (Spanish),B1,c700191a-71a7-40c3-981d-ecb0b6b006bd,"pronoun:relative, number_ordinal",identification,Spanish,Live
Ordinal numbers 3 (Spanish),C1,afd80a1b-fa38-47a1-8f2d-3008c8644255,number_ordinal,"death, family",Spanish,cards
Dative case (Spanish),A2,2dfe5d1f-0399-4344-8dc1-34492f3ddc4e,"noun:dative_case, determiner:partitive_article","animals_wild, year_season_month, groceries_grains",Spanish,Live
Direct object (Spanish),B1,1b1d7307-4179-4b87-ab7c-6bc4d6c38362,pronoun:direct_object,"groceries_animal_products, colors, languages, public_transit_trains",Spanish,cards
Plural (Spanish),C2,e139ae60-1231-4c16-b687-10b7fcaefe68,"noun:plural, verb:subjunctive_mood, noun:nominative_case","nature_landscapes, animals_wild, town_city, groceries_animal_products",Spanish,cards
Conjunctions 4 (Spanish),C2,d059941b-c448-4f31-823e-3274cfab7451,"conjunction, noun:accusative_case","love, yard_garden",Spanish,by_yourself
Past tense (Spanish),A2,ca1db2cd-f2ed-4ea9-ae8f-e93b4e1d42b1,"verb:past_tense, pronoun:impersonal, noun:gender","phones, planes_airports, clothes_shoes, colors, politics",Spanish,by_yourself
Indefinite article (Spanish),C1,5678227f-34ef-4eb0-b777-f64feaf4c59e,"determiner:indefinite_article, adjective:comparative","work_life, animals_wild, money_banking",Spanish,cards
Future tense (Spanish),A1,7777fd6f-2cb5-4766-8f45-5865affd9b7d,verb:future_tense,"traditions_celebrations, week_dates, emotions_states, cars",Spanish,cards
Modal (Spanish),B1,bbdd1a16-c3df-4157-9fe9-46415df6f3bf,"verb:modal, adjective:superlative","environmental_issues, senses, materials, going_out",Spanish,Live
Personal (Spanish),A1,41f4c3cc-4ffc-4421-bd1c-3cdf3f4b69d4,"pronoun:personal, adjective:comparative, determiner:demonstrative",job_applications,Spanish,section
Appreciative derivation (Spanish),A2,e2b8e64b-75fd-4190-b676-3357b6c66581,"noun:appreciative_derivation, verb:infinitive",locations_directions,Spanish,section
Interrogative (Spanish),A2,1a405274-18b2-4bcb-a6a8-6e067ad25097,pronoun:interrogative,"clock_time_of_day, sweets_desserts, going_out, boats_ships, hotels_accomodation",Spanish,Live
Indirect object (Spanish),B2,befda437-e8f1-4cc7-8aaf-6cf8b1a8e8a4,"pronoun:indirect_object, adjective:absolute_superlative, noun:appreciative_derivation","house_rooms, business, traditions_celebrations, space",Spanish,section
Adverbial (Spanish),A2,6454a901-7d1c-417b-881b-fd8e999279c8,"pronoun:adverbial, pronoun:relative, pronoun:interrogative","weather_climate, love, emotions_states",Spanish,cards
Auxiliary (Spanish),C2,eece9a82-a6c8-4bd3-adcb-a3c3bb070602,verb:auxiliary,"identification, hotels_accomodation, childhood, town_city, accidents_catastrophes",Spanish,Live
Interrogatives and conjunctions (Spanish),B2,29d3cb0f-ddb9-4f4a-a9dc-5e2f07196359,"conjunction, noun:singular, pronoun:interrogative",traditions_celebrations,Spanish,by_yourself
Dative case (Spanish),C2,59ecd41a-ab0d-4d23-9870-51fba6063bf6,noun:dative_case,"countryside, friends",Spanish,by_yourself
Present tense (Spanish),A2,d54e4083-0325-41d5-ba91-f8056f9e5ab0,"verb:present_tense, noun:singular, pronoun:direct_object","senses, natural_sciences, appliances, emotions_states, non_understanding",Spanish,by_yourself
Demonstrative (Spanish),A1,fdb934b8-e3a5-4ac5-aa87-f5c61a7a7f26,"determiner:demonstrative, interjection, determiner:possessive","sweets_desserts, religions, furniture_decor",Spanish,Live
Direct object (Spanish),A2,474cd643-a8a1-4810-8fe5-301c0a492bfe,"pronoun:direct_object, verb:imperative_mood, adverb","death, media, old_age, professions, family",Spanish,by_yourself
Singular (Spanish),C2,e71145d1-ca7b-494a-ba3d-7181f0dceb62,"noun:singular, verb:gerund, pronoun:stressed","animals_wild, illness_injury",Spanish,by_yourself
Direct object (Spanish),C2,5e0deec1-05d7-4373-a51c-cd6ddcfdaabc,pronoun:direct_object,materials,Spanish,section
Indirect object (Spanish),B2,afb05be9-aa35-43ba-9887-83105bb6bd3d,"pronoun:indirect_object, noun:appreciative_derivation, pronoun:direct_object","vacation, week_dates, business",Spanish,section
Demonstratives and subjunctions (Spanish),B2,515b0023-5b89-4dfe-a80b-8f6adcfc3ac0,"subjunction, pronoun:demonstrative","family, accidents_catastrophes, outdoors",Spanish,by_yourself
Negation (Spanish),B2,1084a59c-8954-4f36-800e-5d8eb30baabb,sentence:negation,"sweets_desserts, dishes, business, greetings_goodbyes",Spanish,section
Gender (Spanish),B2,52d0949c-2683-42c1-9469-2a2b225b7c42,"noun:gender, verb:imperfect_aspect","house_rooms, theater_shows, hotels_accomodation",Spanish,cards
Irregular (Spanish),A1,24585aed-432d-4d3c-b03e-75c5852028f3,verb:irregular,"university_academia, traveling, personality_traits, identification",Spanish,by_yourself
Definite article (Spanish),B2,6bbd0cdf-d75b-4030-8031-3e4e8b85ef90,determiner:definite_article,"accidents_catastrophes, furniture_decor, cars, hotels_accomodation, boats_ships",Spanish,by_yourself
Subjunctive mood (Spanish),B1,5789b98d-2ba9-4c82-880d-ece5aaa06980,verb:subjunctive_mood,"devices_tools_gadgets, numbers, outdoors",Spanish,cards
Comparative (Spanish),C2,20d6e78b-34fc-41b2-af0b-7052f5e8ac51,"adjective:comparative, verb:infinitive","bikes, greetings_goodbyes, childhood, weather_climate, compliments",Spanish,Live
Interjections 3 (Spanish),B2,31920af0-8db7-4d45-9408-3348b7a269d0,interjection,"body, dishes, beverages",Spanish,Live
Formal and possessive pronouns (Spanish),A1,acab77ee-b90e-4069-b12b-020f8bfdf977,"conjunction, pronoun:formal_pronoun, pronoun:possessive",house_rooms,Spanish,section
Irregular (Spanish),C1,09df14ab-1e19-44fa-8b43-52c19316e8d6,"verb:irregular, pronoun:stressed, noun:appreciative_derivation","plants, accidents_catastrophes, childhood, crime_law, furniture_decor",Spanish,by_yourself
Conjunctions 5 (Spanish),B2,828280b6-873b-482a-ad1f-7fcfb8cae1dd,conjunction,public_transit_trains,Spanish,by_yourself
Future tense (Spanish),A2,9a115b0b-0a1c-41a9-977c-b39814a6aea6,verb:future_tense,religions,Spanish,section
Superlative (Spanish),B2,972335f9-4d55-46f1-93ee-4e971c14dfd6,"adjective:superlative, noun:gender","job_applications, greetings_goodbyes, sweets_desserts",Spanish,section
Impersonal (Spanish),C1,a1decc97-58ea-42de-9d67-e85f7057593d,"pronoun:impersonal, pronoun:relative","hotels_accomodation, outdoors",Spanish,Live
Superlative (Spanish),C2,d4e803bb-00ed-4b95-b229-9fdc027f6d2f,"adverb:superlative, noun:appreciative_derivation","argumentation, shopping, accidents_catastrophes, money_banking",Spanish,by_yourself
Indirect object (Spanish),B2,1dd6a2f1-e02c-480e-be7b-3e51abe8be05,"pronoun:indirect_object, adjective:superlative, pronoun:possessive","environmental_issues, childhood, plants, hobbies_games, devices_tools_gadgets",Spanish,by_yourself
Gender (Spanish),A1,b0ad8cbc-6357-417a-b88d-2c92b7f71526,"noun:gender, pronoun:stressed, verb:passive_voice","personality_traits, materials, school_classroom, sweets_desserts, dishes",Spanish,Live
Auxiliary (Spanish),B1,1a9d0d13-420b-42aa-9799-61cabe7e3d2e,"verb:auxiliary, verb:imperfect_aspect, determiner:indefinite_article","colors, polite_expressions, crime_law, week_dates",Spanish,Live
Informal pronoun (Spanish),A2,3ce62b25-e189-4a74-abd0-9f27c823b22f,"pronoun:informal_pronoun, noun:genitive_case","going_out, death, animals_wild",Spanish,by_yourself
Interrogative (Spanish),A1,29b2ec73-bb72-48ff-88e7-0dda77fdad1a,pronoun:interrogative,"media, numbers",Spanish,Live
Genitive case (Spanish),C1,408aa5cb-561a-47aa-a7b1-a933c08e519a,noun:genitive_case,"nature_landscapes, friends, sweets_desserts, greetings_goodbyes, body",Spanish,section
Partitive article (Spanish),B1,3d97335e-ac8e-431d-9ba5-acba99388c81,"determiner:partitive_article, pronoun:indefinite, pronoun:impersonal","greetings_goodbyes, hotels_accomodation, plants",Spanish,by_yourself
Dative case (Spanish),A1,c4d291ad-e224-4084-b851-52a0c6837269,noun:dative_case,"job_applications, cooking_tableware, countryside",Spanish,section
Prepositions (Spanish),C2,a9e56f43-2698-4776-9655-1184d75fbe0c,preposition,"physical_appearance, cars, polite_expressions, going_out",Spanish,Live
Definite form (Spanish),C2,9d122624-1724-4622-8b58-a69532342e60,"noun:definite_form, verb:past_tense",groceries_fruits_vegetables,Spanish,section
Indefinite form (Spanish),A1,4011f06a-1d6d-4fb4-bd8e-5ca0e27edc80,"noun:indefinite_form, interjection, pronoun:adverbial","film_tv, nations_geography",Spanish,cards
Gender (Spanish),C1,f393d1f0-a96a-4089-ab54-7c5a925d345e,"noun:gender, verb:gerund",furniture_decor,Spanish,section
Prepositions 2 (Spanish),C2,7a35af0d-fd3c-4686-ad90-f289685eb3ae,preposition,"week_dates, music",Spanish,section
Present tense (Spanish),C2,f6e7e4b2-67fd-483b-9a52-8f6a09127ba0,"verb:present_tense, determiner:definite_article, verb:future_tense","house_rooms, shapes",Spanish,cards
Plural (Spanish),C1,21b5065e-ee86-4365-95d3-d59abeeb1f72,noun:plural,"university_academia, outdoors, measurement_quantities, literature, planes_airports",Spanish,by_yourself
Past tense (Spanish),C2,981aff68-52b3-4df8-a0cb-cff53e994dd3,verb:past_tense,"town_city, natural_sciences, hygiene_cosmetics, childhood",Spanish,section
Indefinite pronouns (Spanish),A1,084f211e-70ae-43b6-9635-08f97d3bd44a,"number_ordinal, pronoun:indefinite","film_tv, university_academia, appliances, money_banking",Spanish,by_yourself
Cardinal numbers and animals (Spanish),A1,5b8ae9aa-569a-4042-bdb1-ead0a7f5c96d,"number_cardinal, adverb","animals_wild, locations_directions",Spanish,cards
Absolute superlative (Spanish),B2,f30a8183-2328-44f7-aa0f-19ad3aaf9ed1,"adjective:absolute_superlative, interjection, verb:gerund","shapes, religions, yard_garden",Spanish,section
Appreciative derivation (Spanish),A1,411e6a5e-71c0-4a12-91a2-0f3dfd087be4,noun:appreciative_derivation,"body, town_city, devices_tools_gadgets, materials, public_transit_trains",Spanish,by_yourself
Gender (Spanish),B1,4009d964-a6e7-4d48-9680-07d473993b9f,noun:gender,groceries_fruits_vegetables,Spanish,cards
Subjunction and cardinal numbers (Spanish),A2,b4390705-0235-43fa-88e4-31bee63b23c4,"number_cardinal, verb:subjunctive_mood",going_out,Spanish,by_yourself
Stressed (Spanish),B1,414738cb-387c-4331-bd7d-3f13f2d425af,"pronoun:stressed, pronoun:relative","media, phones, theater_shows, space",Spanish,cards
Indirect object (Spanish),A1,dc04ab89-cc0f-4a06-8b90-50c61d52fbcf,"pronoun:indirect_object, pronoun:interrogative, pronoun:possessive",nature_landscapes,Spanish,Live
Impersonal (Spanish),B1,ca0e025c-3a16-4bbf-b72b-61955ccfc5fc,"pronoun:impersonal, verb:gerund","public_transit_trains, traditions_celebrations",Spanish,Live
Demonstrative (Spanish),B1,71f81de8-76cb-4557-921c-b17cfba4af7d,"determiner:demonstrative, pronoun:relative, noun:appreciative_derivation","house_rooms, university_academia",Spanish,by_yourself
Present tense (Spanish),C1,943b369c-7bf4-470d-ac25-e7abb022dc8d,verb:present_tense,"art_design, love, money_banking, week_dates",Spanish,section
Definite form (Spanish),C1,571d1f98-98a0-4e3a-aca7-82ea7cf38833,"noun:definite_form, pronoun:stressed, adjective","old_age, plants",Spanish,by_yourself
Subjunctive mood (Spanish),A2,b6f43064-57d9-4d51-a2c7-11effd2fcfc9,verb:subjunctive_mood,"house_rooms, nature_landscapes, measurement_quantities, professions, argumentation",Spanish,Live
Absolute superlative (Spanish),A2,2ffcf255-8d6a-4889-b16d-a66d3245ebc9,"adjective:absolute_superlative, adjective","crime_law, senses, cooking_tableware, public_transit_trains, colors",Spanish,by_yourself
Superlative (Spanish),B1,57fe6524-9129-4ac8-b09b-5d49c3e439e2,"adjective:superlative, adverb","non_understanding, locations_directions, old_age",Spanish,section
Reflexive (Spanish),C1,d9679fb3-d7f4-4059-b637-6ddb30ee5960,"pronoun:reflexive, verb:conditional_mood","personality_traits, art_design, money_banking, professions, physical_appearance",Spanish,section
Adjectives 5 (Spanish),C2,c72114b9-a908-40bd-b778-d1a21832b704,adjective,"work_life, countryside",Spanish,cards
Relative pronouns (Spanish),A1,38de2930-d0ea-4e87-8a20-7a51d6d1504b,"adverb, pronoun:relative","family, bikes, adulthood, planes_airports",Spanish,Live
Infinitive (Spanish),C1,8b0b093e-43f6-4b48-8886-d49b4cb9a868,"verb:infinitive, number_ordinal, interjection","politics, nature_landscapes, senses, cooking_tableware, beverages",Spanish,Live
Informal pronoun (Spanish),C2,3e39ac0f-697f-49f1-a788-f5fc649ff67f,"pronoun:informal_pronoun, noun:definite_form",measurement_quantities,Spanish,Live
Conditional mood (Spanish),C2,3126dc81-d788-4132-800c-4c6fcaac8f14,"verb:conditional_mood, pronoun:interrogative, verb:modal","outdoors, groceries_fruits_vegetables, internet",Spanish,by_yourself
Superlative (Spanish),B2,319ab20b-86b2-40da-a289-8407632cac3a,adverb:superlative,"shapes, work_life, shopping, emotions_states",Spanish,section
Conditional mood (Spanish),B2,c3731ae8-1eb8-4839-ae57-e904866ce181,"verb:conditional_mood, verb:gerund","groceries_animal_products, adulthood, politics, university_academia, vacation",Spanish,by_yourself
Interrogatives (French),C1,37b3f561-056b-4472-9c7e-72a0949f7717,pronoun:interrogative,"phones, emotions_states",French,section
Absolute superlative (French),B1,4dcfb12b-0233-4c98-afa7-e136ee8054ec,"adjective:absolute_superlative, verb:future_tense","space, nations_geography, outdoors, locations_directions, traditions_celebrations",French,cards
Prepositions and pronouns (French),A2,e06ad0e8-472f-4ad5-bcad-ceb2ebfaaad2,"preposition, pronoun:impersonal","non_understanding, week_dates, hobbies_games, love",French,Live
Progressive aspect (French),B1,4afae181-a43c-4b65-b9ea-178341f236a4,verb:progressive_aspect,"materials, university_academia, emotions_states",French,by_yourself
Comparatives (French),A1,28d1acc0-6f47-4fd0-a97c-b3cf3aac2596,"adjective:comparative, adverb","public_transit_trains, locations_directions",French,cards
Irregular verbs (French),B1,a7322aa7-25d1-43bb-92c9-0bdee146ac9c,"verb:irregular, verb:conditional_mood, noun:definite_form","outdoors, groceries_fruits_vegetables, locations_directions, furniture_decor",French,by_yourself
Syntax (French),C1,19d6600b-bab8-43f0-9db4-24bbbc94f9e1,"sentence:syntax, verb:infinitive","media, religions, money_banking, town_city, emotions_states",French,section
Superlatives (French),C1,83c042b7-0493-4605-b566-c944a87e2391,"adverb:superlative, determiner:definite_article","love, adulthood",French,Live
Indefinite form (French),B1,aece57ff-8c8e-4cc2-809c-83b4cb303210,noun:indefinite_form,"dishes, bikes",French,Live
Conditional mood (French),B2,a6c6cfd1-1a9e-497e-9000-aeb1e10dfb8a,verb:conditional_mood,"university_academia, theater_shows, crime_law, bikes, weather_climate",French,section
Partitive article (French),A2,1a62314b-ac9b-4590-957d-bdec64bffef1,determiner:partitive_article,"clock_time_of_day, religions, shopping, computers_hardware",French,by_yourself
Adjectives (French),C1,e7f4dd84-609b-4516-be6a-d3a1f1fbf1d6,adjective,money_banking,French,cards
Adjectives and present (French),C1,244cff04-2777-4089-b7dd-65e96734febb,"adjective, verb:present_tense",music,French,by_yourself
Participle (French),C2,182fac02-faa6-40c0-940b-1935647bb12f,verb:participle,"town_city, literature, numbers, public_transit_trains",French,section
Participle (French),A2,61b3d7ee-72e7-43fc-9c21-966beec0c889,"verb:participle, determiner:demonstrative, adverb:comparative","film_tv, job_applications, clock_time_of_day, numbers, hygiene_cosmetics",French,cards
Nouns and prepositions (French),C1,6db40398-19c5-4b35-9e34-dc50fdaf715c,"preposition, noun:definite_form, noun:appreciative_derivation","appliances, emotions_states",French,cards
Possessive (French),C1,c55e6055-495c-4c64-82ed-8d3aeefaa203,"pronoun:possessive, pronoun:reflexive, determiner:definite_article","media, yard_garden, furniture_decor, space, week_dates",French,section
Modal (French),B1,249781f5-cea7-460d-8f16-b2db6ce62d98,"verb:modal, adjective:comparative","bikes, family",French,section
Dative case (French),A2,f26d9256-e160-4fe1-b6c4-3b3ea2de19db,"noun:dative_case, sentence:interrogative, pronoun:demonstrative","university_academia, hygiene_cosmetics",French,Live
Gender (French),B1,48406594-f229-4868-a661-3de4f21686bf,noun:gender,"old_age, numbers, sweets_desserts, public_transit_trains, literature",French,by_yourself
Conjunctions (French),C1,469f72ff-02bd-434b-b609-a13f7607b32b,"conjunction, sentence:interrogative, verb:participle","computers_hardware, nature_landscapes, furniture_decor",French,cards
Singular (French),C2,dcbed09d-50cd-4bf7-92c1-d294f3ae97dc,"noun:singular, sentence:interrogative","polite_expressions, planes_airports, dishes, film_tv",French,section
Adverbs and gender (French),B2,957008f0-a367-49e5-bddc-8254588cfa3a,"adverb, noun:gender, verb:auxiliary","old_age, groceries_fruits_vegetables",French,section
Superlative (French),A2,995df109-8e70-4297-894c-620333a39255,adverb:superlative,religions,French,section
Direct object (French),A2,bca412fc-6bf7-4af4-a258-0aac765358c1,"pronoun:direct_object, verb:future_tense","public_transit_trains, family, countryside, traveling",French,cards
